Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Begin File
967	Spectrogram 1	1	11023.43836	11023.78613	0	24000	0.3478	24000	-72.86	LARGE DEMO SET.wav
968	Spectrogram 1	1	11040.93236	11042.15427	0	24000	1.2219	24000	-72.12	LARGE DEMO SET.wav
969	Spectrogram 1	1	11042.59015	11043.49832	0	24000	0.9082	24000	-64.63	LARGE DEMO SET.wav
970	Spectrogram 1	1	11070.35112	11072.53302	0	24000	2.1819	24000	-65.58	LARGE DEMO SET.wav
971	Spectrogram 1	1	11072.99023	11073.72769	0	24000	0.7375	24000	-77.66	LARGE DEMO SET.wav
972	Spectrogram 1	1	11074.48357	11076.6077	0	24000	2.1241	24000	-66.66	LARGE DEMO SET.wav
973	Spectrogram 1	1	11076.76275	11077.16231	0	24000	0.3996	24000	-66	LARGE DEMO SET.wav
974	Spectrogram 1	1	11078.83558	11079.91432	0	24000	1.0787	24000	-72.12	LARGE DEMO SET.wav
975	Spectrogram 1	1	11080.00892	11080.87438	0	24000	0.8655	24000	-65.51	LARGE DEMO SET.wav
976	Spectrogram 1	1	11083.6845	11083.96767	0	24000	0.2832	24000	-75.32	LARGE DEMO SET.wav
977	Spectrogram 1	1	11084.85784	11085.141	0	24000	0.2832	24000	-65.79	LARGE DEMO SET.wav
978	Spectrogram 1	1	11087.39651	11088.31973	0	24000	0.9232	24000	-64.6	LARGE DEMO SET.wav
979	Spectrogram 1	1	11088.81961	11089.27974	0	24000	0.4601	24000	-67.69	LARGE DEMO SET.wav
980	Spectrogram 1	1	11089.95028	11090.26107	0	24000	0.3108	24000	-68.58	LARGE DEMO SET.wav
981	Spectrogram 1	1	11092.01962	11092.84236	0	24000	0.8227	24000	-53.81	LARGE DEMO SET.wav
982	Spectrogram 1	1	11094.40896	11097.66376	0	24000	3.2548	24000	-71.24	LARGE DEMO SET.wav
983	Spectrogram 1	1	11097.77613	11098.79443	0	24000	1.0183	24000	-75.06	LARGE DEMO SET.wav
984	Spectrogram 1	1	11099.05964	11100.3731	0	24000	1.3135	24000	-57.9	LARGE DEMO SET.wav
985	Spectrogram 1	1	11100.87922	11101.16239	0	24000	0.2832	24000	-57.2	LARGE DEMO SET.wav
986	Spectrogram 1	1	11101.25698	11112.1918	0	24000	10.9348	24000	-56.55	LARGE DEMO SET.wav
987	Spectrogram 1	1	11112.62768	11113.64247	0	24000	1.0148	24000	-55.53	LARGE DEMO SET.wav
988	Spectrogram 1	1	11119.75303	11120.06382	0	24000	0.3108	24000	-77.67	LARGE DEMO SET.wav
989	Spectrogram 1	1	11127.58238	11128.08518	0	24000	0.5028	24000	-76.67	LARGE DEMO SET.wav
990	Spectrogram 1	1	11134.37205	11135.12517	0	24000	0.7531	24000	-81.96	LARGE DEMO SET.wav
991	Spectrogram 1	1	11142.77803	11143.06119	0	24000	0.2832	24000	-69.01	LARGE DEMO SET.wav
992	Spectrogram 1	1	11143.16142	11145.17322	0	24000	2.0118	24000	-43.11	LARGE DEMO SET.wav
993	Spectrogram 1	1	11145.31609	11146.30389	0	24000	0.9878	24000	-40.24	LARGE DEMO SET.wav
994	Spectrogram 1	1	11146.78871	11147.13587	0	24000	0.3472	24000	-41.2	LARGE DEMO SET.wav
995	Spectrogram 1	1	11147.45004	11148.24521	0	24000	0.7952	24000	-47.72	LARGE DEMO SET.wav
996	Spectrogram 1	1	11148.60205	11149.50388	0	24000	0.9018	24000	-45.51	LARGE DEMO SET.wav
997	Spectrogram 1	1	11150.53711	11151.35989	0	24000	0.8228	24000	-56.29	LARGE DEMO SET.wav
998	Spectrogram 1	1	11151.37539	11154.11191	0	24000	2.7365	24000	-43.73	LARGE DEMO SET.wav
999	Spectrogram 1	1	11154.34073	11156.67191	0	24000	2.3312	24000	-52.48	LARGE DEMO SET.wav
1000	Spectrogram 1	1	11157.17807	11158.05858	0	24000	0.8805	24000	-67.31	LARGE DEMO SET.wav
1001	Spectrogram 1	1	11158.15313	11158.95458	0	24000	0.8014	24000	-69.75	LARGE DEMO SET.wav
1002	Spectrogram 1	1	11160.48475	11160.95992	0	24000	0.4752	24000	-47.05	LARGE DEMO SET.wav
1003	Spectrogram 1	1	11162.83143	11163.11459	0	24000	0.2832	24000	-49.98	LARGE DEMO SET.wav
1004	Spectrogram 1	1	11168.48478	11168.76794	0	24000	0.2832	24000	-41.3	LARGE DEMO SET.wav
1005	Spectrogram 1	1	11169.22164	11172.45862	0	24000	3.237	24000	-50.21	LARGE DEMO SET.wav
1006	Spectrogram 1	1	11172.59584	11178.21865	0	24000	5.6228	24000	-50.96	LARGE DEMO SET.wav
1007	Spectrogram 1	1	11179.40748	11180.26665	0	24000	0.8592	24000	-48.06	LARGE DEMO SET.wav
1008	Spectrogram 1	1	11180.36687	11180.82132	0	24000	0.4544	24000	-57.29	LARGE DEMO SET.wav
1009	Spectrogram 1	1	11183.85987	11184.29866	0	24000	0.4388	24000	-65.26	LARGE DEMO SET.wav
