Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Delta Freq (Hz)	Avg Power Density (dB FS/Hz)	Begin File
479	Spectrogram 1	1	8452.059833	8452.471	0	24000	0.4112	24000	-73.17	LARGE DEMO SET.wav
480	Spectrogram 1	1	8455.489754	8455.864546	0	24000	0.3748	24000	-78.49	LARGE DEMO SET.wav
481	Spectrogram 1	1	8458.327095	8458.657687	0	24000	0.3306	24000	-76.44	LARGE DEMO SET.wav
482	Spectrogram 1	1	8464.364445	8464.82304	0	24000	0.4586	24000	-78.29	LARGE DEMO SET.wav
483	Spectrogram 1	1	8469.612459	8469.964391	0	24000	0.3519	24000	-76	LARGE DEMO SET.wav
484	Spectrogram 1	1	8475.931912	8476.217457	0	24000	0.2855	24000	-78.41	LARGE DEMO SET.wav
485	Spectrogram 1	1	8481.030595	8481.377761	0	24000	0.3472	24000	-76.32	LARGE DEMO SET.wav
486	Spectrogram 1	1	8485.84717	8486.585482	0	24000	0.7383	24000	-75.12	LARGE DEMO SET.wav
487	Spectrogram 1	1	8490.540516	8491.041793	0	24000	0.5013	24000	-75.89	LARGE DEMO SET.wav
488	Spectrogram 1	1	8492.287174	8492.558829	0	24000	0.2717	24000	-75.99	LARGE DEMO SET.wav
489	Spectrogram 1	1	8494.871195	8495.201807	0	24000	0.3306	24000	-77.19	LARGE DEMO SET.wav
490	Spectrogram 1	1	8499.05254	8499.811333	0	24000	0.7588	24000	-77.96	LARGE DEMO SET.wav
491	Spectrogram 1	1	8499.867991	8500.151157	0	24000	0.2832	24000	-85.45	LARGE DEMO SET.wav
492	Spectrogram 1	1	8503.553885	8503.905983	0	24000	0.3521	24000	-77.8	LARGE DEMO SET.wav
493	Spectrogram 1	1	8507.756563	8508.108516	0	24000	0.352	24000	-81.08	LARGE DEMO SET.wav
494	Spectrogram 1	1	8512.262698	8512.588531	0	24000	0.3258	24000	-88.44	LARGE DEMO SET.wav
495	Spectrogram 1	1	8512.983244	8513.35888	0	24000	0.3756	24000	-88.36	LARGE DEMO SET.wav
496	Spectrogram 1	1	8516.204586	8516.556544	0	24000	0.352	24000	-72.06	LARGE DEMO SET.wav
497	Spectrogram 1	1	8519.212595	8519.523387	0	24000	0.3108	24000	-86.35	LARGE DEMO SET.wav
498	Spectrogram 1	1	8520.300598	8520.652558	0	24000	0.352	24000	-71.76	LARGE DEMO SET.wav
499	Spectrogram 1	1	8524.737943	8525.068572	0	24000	0.3306	24000	-77.2	LARGE DEMO SET.wav
500	Spectrogram 1	1	8529.094753	8529.420586	0	24000	0.3258	24000	-81.18	LARGE DEMO SET.wav
501	Spectrogram 1	1	8533.382768	8533.729934	0	24000	0.3472	24000	-79.39	LARGE DEMO SET.wav
502	Spectrogram 1	1	8537.350781	8537.697947	0	24000	0.3472	24000	-76.3	LARGE DEMO SET.wav
503	Spectrogram 1	1	8539.735317	8540.152776	0	24000	0.4175	24000	-87.43	LARGE DEMO SET.wav
504	Spectrogram 1	1	8541.185988	8541.623293	0	24000	0.4373	24000	-81.93	LARGE DEMO SET.wav
505	Spectrogram 1	1	8541.761989	8542.243449	0	24000	0.4815	24000	-78.19	LARGE DEMO SET.wav
506	Spectrogram 1	1	8544.791331	8545.527306	0	24000	0.736	24000	-78.76	LARGE DEMO SET.wav
507	Spectrogram 1	1	8548.418008	8549.409986	0	24000	0.992	24000	-78.43	LARGE DEMO SET.wav
508	Spectrogram 1	1	8550.103346	8550.414138	0	24000	0.3108	24000	-90.86	LARGE DEMO SET.wav
509	Spectrogram 1	1	8552.561497	8552.931478	0	24000	0.37	24000	-77.33	LARGE DEMO SET.wav
510	Spectrogram 1	1	8556.436662	8556.748676	0	24000	0.312	24000	-85.57	LARGE DEMO SET.wav
511	Spectrogram 1	1	8559.532705	8559.97002	0	24000	0.4373	24000	-73.07	LARGE DEMO SET.wav
512	Spectrogram 1	1	8561.090042	8561.422996	0	24000	0.333	24000	-68.39	LARGE DEMO SET.wav
513	Spectrogram 1	1	8564.780719	8565.132704	0	24000	0.352	24000	-77.04	LARGE DEMO SET.wav
514	Spectrogram 1	1	8570.708697	8571.020723	0	24000	0.312	24000	-83.8	LARGE DEMO SET.wav
515	Spectrogram 1	1	8575.212747	8575.52354	0	24000	0.3108	24000	-76	LARGE DEMO SET.wav
516	Spectrogram 1	1	8580.204761	8580.556755	0	24000	0.352	24000	-75.02	LARGE DEMO SET.wav
517	Spectrogram 1	1	8626.455554	8626.807574	0	24000	0.352	24000	-70.69	LARGE DEMO SET.wav
518	Spectrogram 1	1	8633.329763	8633.74093	0	24000	0.4112	24000	-68.58	LARGE DEMO SET.wav
519	Spectrogram 1	1	8638.359587	8638.670379	0	24000	0.3108	24000	-66.54	LARGE DEMO SET.wav
520	Spectrogram 1	1	8645.40447	8645.83697	0	24000	0.4325	24000	-68.94	LARGE DEMO SET.wav
521	Spectrogram 1	1	8651.818226	8652.151657	0	24000	0.3334	24000	-66.54	LARGE DEMO SET.wav
522	Spectrogram 1	1	8660.716981	8662.029023	0	24000	1.312	24000	-70.55	LARGE DEMO SET.wav
523	Spectrogram 1	1	8664.364991	8664.675783	0	24000	0.3108	24000	-87.41	LARGE DEMO SET.wav
524	Spectrogram 1	1	8684.351638	8684.685098	0	24000	0.3335	24000	-78.92	LARGE DEMO SET.wav
525	Spectrogram 1	1	8689.538393	8690.425187	0	24000	0.8868	24000	-87.53	LARGE DEMO SET.wav
526	Spectrogram 1	1	8694.295739	8694.606531	0	24000	0.3108	24000	-82.21	LARGE DEMO SET.wav
527	Spectrogram 1	1	8695.87441	8696.398536	0	24000	0.5241	24000	-86.74	LARGE DEMO SET.wav
528	Spectrogram 1	1	8696.514412	8697.229139	0	24000	0.7147	24000	-88.19	LARGE DEMO SET.wav
529	Spectrogram 1	1	8710.317116	8710.627908	0	24000	0.3108	24000	-84.87	LARGE DEMO SET.wav
530	Spectrogram 1	1	8722.844725	8723.127891	0	24000	0.2832	24000	-95.28	LARGE DEMO SET.wav
531	Spectrogram 1	1	8740.018115	8740.450615	0	24000	0.4325	24000	-78.28	LARGE DEMO SET.wav
532	Spectrogram 1	1	8748.802555	8749.13331	0	24000	0.3308	24000	-78.08	LARGE DEMO SET.wav
533	Spectrogram 1	1	8755.570166	8755.981332	0	24000	0.4112	24000	-71.28	LARGE DEMO SET.wav
534	Spectrogram 1	1	8760.775516	8761.16535	0	24000	0.3898	24000	-69.06	LARGE DEMO SET.wav
535	Spectrogram 1	1	8765.5066	8766.3707	0	24000	0.8641	24000	-76.14	LARGE DEMO SET.wav
536	Spectrogram 1	1	8766.935938	8767.31073	0	24000	0.3748	24000	-88.61	LARGE DEMO SET.wav
537	Spectrogram 1	1	8770.666513	8770.957514	0	24000	0.291	24000	-85.75	LARGE DEMO SET.wav
538	Spectrogram 1	1	8775.687566	8776.014754	0	24000	0.3272	24000	-78.47	LARGE DEMO SET.wav
539	Spectrogram 1	1	8780.09864	8780.450746	0	24000	0.3521	24000	-73.05	LARGE DEMO SET.wav
540	Spectrogram 1	1	8784.455594	8784.760226	0	24000	0.3046	24000	-77.6	LARGE DEMO SET.wav
541	Spectrogram 1	1	8785.010263	8785.293429	0	24000	0.2832	24000	-95.09	LARGE DEMO SET.wav
542	Spectrogram 1	1	8788.994665	8789.346776	0	24000	0.3521	24000	-75.4	LARGE DEMO SET.wav
543	Spectrogram 1	1	8793.49601	8793.806802	0	24000	0.3108	24000	-79.32	LARGE DEMO SET.wav
544	Spectrogram 1	1	8797.826689	8798.157471	0	24000	0.3308	24000	-72.91	LARGE DEMO SET.wav
545	Spectrogram 1	1	8801.927652	8802.274818	0	24000	0.3472	24000	-74.89	LARGE DEMO SET.wav
546	Spectrogram 1	1	8805.788998	8806.116169	0	24000	0.3272	24000	-72.38	LARGE DEMO SET.wav
547	Spectrogram 1	1	8810.264056	8810.616179	0	24000	0.3521	24000	-73.32	LARGE DEMO SET.wav
548	Spectrogram 1	1	8814.701401	8815.032324	0	24000	0.3309	24000	-77.41	LARGE DEMO SET.wav
549	Spectrogram 1	1	8818.754746	8819.106874	0	24000	0.3521	24000	-76.25	LARGE DEMO SET.wav
550	Spectrogram 1	1	8822.74409	8823.138887	0	24000	0.3948	24000	-76.27	LARGE DEMO SET.wav
551	Spectrogram 1	1	8826.845067	8827.213696	0	24000	0.3686	24000	-76.74	LARGE DEMO SET.wav
552	Spectrogram 1	1	8830.701445	8831.074913	0	24000	0.3735	24000	-76.34	LARGE DEMO SET.wav
553	Spectrogram 1	1	8834.354425	8834.639655	0	24000	0.2852	24000	-72.78	LARGE DEMO SET.wav
554	Spectrogram 1	1	8836.760128	8837.242328	0	24000	0.4822	24000	-86.26	LARGE DEMO SET.wav
555	Spectrogram 1	1	8837.954798	8838.285603	0	24000	0.3308	24000	-81.09	LARGE DEMO SET.wav
556	Spectrogram 1	1	8841.642684	8842.168283	0	24000	0.5256	24000	-71.78	LARGE DEMO SET.wav
557	Spectrogram 1	1	8845.39736	8845.709756	0	24000	0.3124	24000	-81	LARGE DEMO SET.wav
558	Spectrogram 1	1	8848.728161	8849.058972	0	24000	0.3308	24000	-73.44	LARGE DEMO SET.wav
559	Spectrogram 1	1	8849.922831	8850.382957	0	24000	0.4601	24000	-65.94	LARGE DEMO SET.wav
560	Spectrogram 1	1	8850.525145	8851.00044	0	24000	0.4753	24000	-66.82	LARGE DEMO SET.wav
561	Spectrogram 1	1	8852.615819	8853.005652	0	24000	0.3898	24000	-73.73	LARGE DEMO SET.wav
562	Spectrogram 1	1	8857.216055	8857.571	0	24000	0.3549	24000	-74.59	LARGE DEMO SET.wav
563	Spectrogram 1	1	8858.306854	8858.744338	0	24000	0.4375	24000	-82.51	LARGE DEMO SET.wav
564	Spectrogram 1	1	8861.101528	8861.45368	0	24000	0.3522	24000	-74.52	LARGE DEMO SET.wav
565	Spectrogram 1	1	8865.301408	8865.677694	0	24000	0.3763	24000	-76.95	LARGE DEMO SET.wav
566	Spectrogram 1	1	8870.087876	8870.456376	0	24000	0.3685	24000	-79.18	LARGE DEMO SET.wav
567	Spectrogram 1	1	8874.31189	8875.000391	0	24000	0.6885	24000	-70.27	LARGE DEMO SET.wav
568	Spectrogram 1	1	8878.573576	8878.884368	0	24000	0.3108	24000	-76.26	LARGE DEMO SET.wav
569	Spectrogram 1	1	8882.200252	8882.595083	0	24000	0.3948	24000	-74.3	LARGE DEMO SET.wav
570	Spectrogram 1	1	8883.079919	8883.363085	0	24000	0.2832	24000	-91.34	LARGE DEMO SET.wav
571	Spectrogram 1	1	8883.501589	8884.154442	0	24000	0.6529	24000	-60.86	LARGE DEMO SET.wav
572	Spectrogram 1	1	8884.632259	8884.943777	0	24000	0.3115	24000	-69.81	LARGE DEMO SET.wav
573	Spectrogram 1	1	8886.744265	8888.164393	0	24000	1.4201	24000	-83.25	LARGE DEMO SET.wav
574	Spectrogram 1	1	8888.984271	8889.701122	0	24000	0.7169	24000	-88	LARGE DEMO SET.wav
575	Spectrogram 1	1	8891.266944	8891.683113	0	24000	0.4162	24000	-80.35	LARGE DEMO SET.wav
576	Spectrogram 1	1	8896.199962	8896.504587	0	24000	0.3046	24000	-84.1	LARGE DEMO SET.wav
577	Spectrogram 1	1	8905.389649	8905.70116	0	24000	0.3115	24000	-85.27	LARGE DEMO SET.wav
578	Spectrogram 1	1	8928.405561	8928.696568	0	24000	0.291	24000	-80.55	LARGE DEMO SET.wav
579	Spectrogram 1	1	8946.776429	8947.321888	0	24000	0.5455	24000	-81.44	LARGE DEMO SET.wav
580	Spectrogram 1	1	8951.509616	8951.994606	0	24000	0.485	24000	-69.64	LARGE DEMO SET.wav
581	Spectrogram 1	1	8958.531127	8959.055253	0	24000	0.5241	24000	-69.26	LARGE DEMO SET.wav
582	Spectrogram 1	1	8962.243138	8962.61793	0	24000	0.3748	24000	-74.1	LARGE DEMO SET.wav
583	Spectrogram 1	1	8978.440233	8978.725337	0	24000	0.2851	24000	-58.75	LARGE DEMO SET.wav
584	Spectrogram 1	1	8978.824234	8979.150067	0	24000	0.3258	24000	-62.73	LARGE DEMO SET.wav
585	Spectrogram 1	1	8979.395184	8979.705976	0	24000	0.3108	24000	-65.35	LARGE DEMO SET.wav
586	Spectrogram 1	1	8991.32055	8991.844676	0	24000	0.5241	24000	-86.42	LARGE DEMO SET.wav
587	Spectrogram 1	1	8996.013896	8996.324689	0	24000	0.3108	24000	-87.91	LARGE DEMO SET.wav
588	Spectrogram 1	1	9010.247843	9010.574171	0	24000	0.3263	24000	-85.99	LARGE DEMO SET.wav
589	Spectrogram 1	1	9032.195329	9032.506121	0	24000	0.3108	24000	-76.7	LARGE DEMO SET.wav
590	Spectrogram 1	1	9032.920664	9033.231456	0	24000	0.3108	24000	-84.6	LARGE DEMO SET.wav
591	Spectrogram 1	1	9055.744535	9056.079518	0	24000	0.335	24000	-86.06	LARGE DEMO SET.wav
592	Spectrogram 1	1	9066.094088	9066.618882	0	24000	0.5248	24000	-68.37	LARGE DEMO SET.wav
593	Spectrogram 1	1	9070.894101	9071.204893	0	24000	0.3108	24000	-65.4	LARGE DEMO SET.wav
594	Spectrogram 1	1	9074.76055	9075.299717	0	24000	0.5392	24000	-67.48	LARGE DEMO SET.wav
595	Spectrogram 1	1	9078.403455	9078.948914	0	24000	0.5455	24000	-68.68	LARGE DEMO SET.wav
596	Spectrogram 1	1	9081.859464	9082.468924	0	24000	0.6095	24000	-68.11	LARGE DEMO SET.wav
597	Spectrogram 1	1	9095.872632	9096.50512	0	24000	0.6325	24000	-65.23	LARGE DEMO SET.wav
598	Spectrogram 1	1	9101.976852	9102.416302	0	24000	0.4394	24000	-67.46	LARGE DEMO SET.wav
599	Spectrogram 1	1	9102.664143	9102.926589	0	24000	0.2624	24000	-64.81	LARGE DEMO SET.wav
600	Spectrogram 1	1	9143.128965	9143.439757	0	24000	0.3108	24000	-82.4	LARGE DEMO SET.wav
601	Spectrogram 1	1	9210.347575	9210.894831	0	24000	0.5473	24000	-73.34	LARGE DEMO SET.wav
602	Spectrogram 1	1	9220.761177	9221.348198	0	24000	0.587	24000	-78.37	LARGE DEMO SET.wav
603	Spectrogram 1	1	9243.115654	9243.684272	0	24000	0.5686	24000	-69.15	LARGE DEMO SET.wav
604	Spectrogram 1	1	9247.518453	9247.801619	0	24000	0.2832	24000	-62.37	LARGE DEMO SET.wav
605	Spectrogram 1	1	9247.945121	9248.740288	0	24000	0.7952	24000	-63.78	LARGE DEMO SET.wav
606	Spectrogram 1	1	9248.841124	9249.166957	0	24000	0.3258	24000	-62.41	LARGE DEMO SET.wav
607	Spectrogram 1	1	9251.230465	9252.452301	0	24000	1.2218	24000	-63.11	LARGE DEMO SET.wav
608	Spectrogram 1	1	9252.509961	9253.028303	0	24000	0.5183	24000	-66.92	LARGE DEMO SET.wav
609	Spectrogram 1	1	9254.536634	9254.926976	0	24000	0.3903	24000	-68.5	LARGE DEMO SET.wav
610	Spectrogram 1	1	9255.304637	9256.272065	0	24000	0.9674	24000	-63.72	LARGE DEMO SET.wav
611	Spectrogram 1	1	9256.734483	9257.337756	0	24000	0.6033	24000	-70.43	LARGE DEMO SET.wav
612	Spectrogram 1	1	9257.481152	9257.977758	0	24000	0.4966	24000	-68.75	LARGE DEMO SET.wav
613	Spectrogram 1	1	9258.222612	9258.852427	0	24000	0.6298	24000	-84.19	LARGE DEMO SET.wav
614	Spectrogram 1	1	9260.334618	9260.794744	0	24000	0.4601	24000	-69.7	LARGE DEMO SET.wav
615	Spectrogram 1	1	9267.07597	9267.600096	0	24000	0.5241	24000	-77.07	LARGE DEMO SET.wav
616	Spectrogram 1	1	9267.779972	9268.474765	0	24000	0.6948	24000	-80.37	LARGE DEMO SET.wav
617	Spectrogram 1	1	9281.774677	9282.086069	0	24000	0.3114	24000	-67.96	LARGE DEMO SET.wav
618	Spectrogram 1	1	9289.15603	9289.552156	0	24000	0.3961	24000	-91.31	LARGE DEMO SET.wav
619	Spectrogram 1	1	9289.582698	9290.02149	0	24000	0.4388	24000	-77.4	LARGE DEMO SET.wav
620	Spectrogram 1	1	9292.462706	9292.773498	0	24000	0.3108	24000	-61.6	LARGE DEMO SET.wav
621	Spectrogram 1	1	9293.209375	9295.120171	0	24000	1.9108	24000	-71.51	LARGE DEMO SET.wav
622	Spectrogram 1	1	9298.820057	9299.151121	0	24000	0.3311	24000	-90.12	LARGE DEMO SET.wav
623	Spectrogram 1	1	9303.753304	9304.377908	0	24000	0.6246	24000	-93.77	LARGE DEMO SET.wav
624	Spectrogram 1	1	9357.044147	9357.36998	0	24000	0.3258	24000	-91.48	LARGE DEMO SET.wav
625	Spectrogram 1	1	9361.561561	9362.063328	0	24000	0.5018	24000	-56.17	LARGE DEMO SET.wav
626	Spectrogram 1	1	9365.172173	9365.904938	0	24000	0.7328	24000	-84.54	LARGE DEMO SET.wav
627	Spectrogram 1	1	9373.598353	9373.903367	0	24000	0.305	24000	-92.9	LARGE DEMO SET.wav
628	Spectrogram 1	1	9390.894975	9391.332758	0	24000	0.4378	24000	-90.44	LARGE DEMO SET.wav
629	Spectrogram 1	1	9405.897125	9406.330141	0	24000	0.433	24000	-94.1	LARGE DEMO SET.wav
630	Spectrogram 1	1	9410.05236	9410.405819	0	24000	0.3535	24000	-93.67	LARGE DEMO SET.wav
631	Spectrogram 1	1	9412.553146	9413.007593	0	24000	0.4544	24000	-94.14	LARGE DEMO SET.wav
632	Spectrogram 1	1	9458.564493	9459.813954	0	24000	1.2495	24000	-57.49	LARGE DEMO SET.wav
633	Spectrogram 1	1	9459.972497	9460.5185	0	24000	0.546	24000	-89.4	LARGE DEMO SET.wav
634	Spectrogram 1	1	9472.004529	9472.699323	0	24000	0.6948	24000	-87.34	LARGE DEMO SET.wav
635	Spectrogram 1	1	9474.457869	9474.811328	0	24000	0.3535	24000	-61.73	LARGE DEMO SET.wav
636	Spectrogram 1	1	9474.820537	9475.365997	0	24000	0.5455	24000	-55.55	LARGE DEMO SET.wav
637	Spectrogram 1	1	9475.588539	9476.347333	0	24000	0.7588	24000	-56.13	LARGE DEMO SET.wav
638	Spectrogram 1	1	9476.740542	9479.504674	0	24000	2.7641	24000	-55.27	LARGE DEMO SET.wav
639	Spectrogram 1	1	9481.433889	9482.74735	0	24000	1.3135	24000	-57.15	LARGE DEMO SET.wav
640	Spectrogram 1	1	9483.14056	9484.283354	0	24000	1.1428	24000	-61.35	LARGE DEMO SET.wav
641	Spectrogram 1	1	9484.505897	9484.987356	0	24000	0.4815	24000	-65.53	LARGE DEMO SET.wav
642	Spectrogram 1	1	9485.7219	9486.821166	0	24000	1.0993	24000	-56.68	LARGE DEMO SET.wav
643	Spectrogram 1	1	9487.727239	9488.272698	0	24000	0.5455	24000	-63.38	LARGE DEMO SET.wav
644	Spectrogram 1	1	9488.649393	9488.911839	0	24000	0.2624	24000	-64.54	LARGE DEMO SET.wav
645	Spectrogram 1	1	9489.647244	9491.06642	0	24000	1.4192	24000	-64.52	LARGE DEMO SET.wav
646	Spectrogram 1	1	9491.396582	9492.325091	0	24000	0.9285	24000	-64.73	LARGE DEMO SET.wav
647	Spectrogram 1	1	9493.188587	9493.88338	0	24000	0.6948	24000	-63.64	LARGE DEMO SET.wav
648	Spectrogram 1	1	9494.068598	9494.522431	0	24000	0.4538	24000	-62.83	LARGE DEMO SET.wav
649	Spectrogram 1	1	9494.942746	9495.226433	0	24000	0.2837	24000	-66.12	LARGE DEMO SET.wav
650	Spectrogram 1	1	9496.862752	9497.253107	0	24000	0.3904	24000	-62.14	LARGE DEMO SET.wav
651	Spectrogram 1	1	9497.305932	9499.003926	0	24000	1.698	24000	-59.83	LARGE DEMO SET.wav
652	Spectrogram 1	1	9499.417938	9500.155929	0	24000	0.738	24000	-61.04	LARGE DEMO SET.wav
653	Spectrogram 1	1	9500.420607	9500.774066	0	24000	0.3535	24000	-69.36	LARGE DEMO SET.wav
654	Spectrogram 1	1	9501.273943	9502.438601	0	24000	1.1647	24000	-60.14	LARGE DEMO SET.wav
655	Spectrogram 1	1	9502.468613	9503.418553	0	24000	0.9499	24000	-61.03	LARGE DEMO SET.wav
656	Spectrogram 1	1	9508.80463	9509.222089	0	24000	0.4175	24000	-58.59	LARGE DEMO SET.wav
657	Spectrogram 1	1	9509.492649	9510.330483	0	24000	0.8378	24000	-59.11	LARGE DEMO SET.wav
658	Spectrogram 1	1	9510.809969	9511.782096	0	24000	0.9721	24000	-62.79	LARGE DEMO SET.wav
659	Spectrogram 1	1	9512.21497	9512.486626	0	24000	0.2717	24000	-61.96	LARGE DEMO SET.wav
660	Spectrogram 1	1	9513.524662	9513.807828	0	24000	0.2832	24000	-60.67	LARGE DEMO SET.wav
661	Spectrogram 1	1	9515.396648	9515.70744	0	24000	0.3108	24000	-60.59	LARGE DEMO SET.wav
662	Spectrogram 1	1	9515.737982	9516.091441	0	24000	0.3535	24000	-63.14	LARGE DEMO SET.wav
663	Spectrogram 1	1	9516.676651	9517.009303	0	24000	0.3327	24000	-60.73	LARGE DEMO SET.wav
664	Spectrogram 1	1	9517.526983	9518.031842	0	24000	0.5049	24000	-65.25	LARGE DEMO SET.wav
665	Spectrogram 1	1	9518.767324	9519.163449	0	24000	0.3961	24000	-65.64	LARGE DEMO SET.wav
666	Spectrogram 1	1	9522.522001	9523.515461	0	24000	0.9935	24000	-57.24	LARGE DEMO SET.wav
667	Spectrogram 1	1	9523.58867	9523.984796	0	24000	0.3961	24000	-56.43	LARGE DEMO SET.wav
668	Spectrogram 1	1	9525.124675	9525.903868	0	24000	0.7792	24000	-54.69	LARGE DEMO SET.wav
669	Spectrogram 1	1	9526.084677	9527.547995	0	24000	1.4633	24000	-58.58	LARGE DEMO SET.wav
670	Spectrogram 1	1	9528.266044	9529.233333	0	24000	0.9673	24000	-57.87	LARGE DEMO SET.wav
671	Spectrogram 1	1	9529.924688	9530.533216	0	24000	0.6085	24000	-61.16	LARGE DEMO SET.wav
672	Spectrogram 1	1	9530.647015	9531.238149	0	24000	0.5911	24000	-58.43	LARGE DEMO SET.wav
673	Spectrogram 1	1	9531.95136	9532.62482	0	24000	0.6735	24000	-59.18	LARGE DEMO SET.wav
674	Spectrogram 1	1	9533.316697	9534.096824	0	24000	0.7801	24000	-57.97	LARGE DEMO SET.wav
675	Spectrogram 1	1	9534.618034	9536.166163	0	24000	1.5481	24000	-58.56	LARGE DEMO SET.wav
676	Spectrogram 1	1	9540.719384	9543.354592	0	24000	2.6352	24000	-64.32	LARGE DEMO SET.wav
677	Spectrogram 1	1	9563.226112	9563.600904	0	24000	0.3748	24000	-80.96	LARGE DEMO SET.wav
678	Spectrogram 1	1	9570.394131	9571.813352	0	24000	1.4192	24000	-63.11	LARGE DEMO SET.wav
679	Spectrogram 1	1	9572.036803	9572.667596	0	24000	0.6308	24000	-57	LARGE DEMO SET.wav
680	Spectrogram 1	1	9574.148808	9574.544934	0	24000	0.3961	24000	-78.13	LARGE DEMO SET.wav
681	Spectrogram 1	1	9585.007505	9585.680964	0	24000	0.6735	24000	-75.85	LARGE DEMO SET.wav
682	Spectrogram 1	1	9585.930234	9586.2134	0	24000	0.2832	24000	-75.39	LARGE DEMO SET.wav
683	Spectrogram 1	1	9586.948843	9587.537474	0	24000	0.5886	24000	-69.71	LARGE DEMO SET.wav
684	Spectrogram 1	1	9587.844846	9588.156142	0	24000	0.3113	24000	-73.39	LARGE DEMO SET.wav
685	Spectrogram 1	1	9590.70352	9591.419647	0	24000	0.7161	24000	-81.69	LARGE DEMO SET.wav
686	Spectrogram 1	1	9595.631534	9596.134326	0	24000	0.5028	24000	-87.79	LARGE DEMO SET.wav
687	Spectrogram 1	1	9600.239546	9602.897011	0	24000	2.6575	24000	-85.43	LARGE DEMO SET.wav
688	Spectrogram 1	1	9603.076887	9603.644179	0	24000	0.5673	24000	-78.99	LARGE DEMO SET.wav
689	Spectrogram 1	1	9604.292891	9604.83835	0	24000	0.5455	24000	-80.36	LARGE DEMO SET.wav
690	Spectrogram 1	1	9604.847559	9606.694853	0	24000	1.8473	24000	-82.93	LARGE DEMO SET.wav
691	Spectrogram 1	1	9607.113776	9607.39747	0	24000	0.2837	24000	-81.31	LARGE DEMO SET.wav
692	Spectrogram 1	1	9612.033878	9612.859705	0	24000	0.8258	24000	-78.03	LARGE DEMO SET.wav
693	Spectrogram 1	1	9613.72225	9614.224159	0	24000	0.5019	24000	-64.74	LARGE DEMO SET.wav
694	Spectrogram 1	1	9614.255585	9614.865044	0	24000	0.6095	24000	-80.16	LARGE DEMO SET.wav
695	Spectrogram 1	1	9619.290265	9619.729057	0	24000	0.4388	24000	-71.23	LARGE DEMO SET.wav
696	Spectrogram 1	1	9620.463601	9620.859727	0	24000	0.3961	24000	-83.16	LARGE DEMO SET.wav
697	Spectrogram 1	1	9628.335623	9628.881082	0	24000	0.5455	24000	-85.08	LARGE DEMO SET.wav
698	Spectrogram 1	1	9641.951222	9642.449119	0	24000	0.4979	24000	-63.38	LARGE DEMO SET.wav
699	Spectrogram 1	1	9642.505891	9643.110455	0	24000	0.6046	24000	-64.15	LARGE DEMO SET.wav
700	Spectrogram 1	1	9648.389011	9650.064277	0	24000	1.6753	24000	-66.31	LARGE DEMO SET.wav
701	Spectrogram 1	1	9654.426361	9655.057154	0	24000	0.6308	24000	-84.67	LARGE DEMO SET.wav
702	Spectrogram 1	1	9666.223726	9666.554998	0	24000	0.3313	24000	-74.87	LARGE DEMO SET.wav
703	Spectrogram 1	1	9667.269063	9668.817191	0	24000	1.5481	24000	-73.41	LARGE DEMO SET.wav
704	Spectrogram 1	1	9676.890422	9677.329215	0	24000	0.4388	24000	-66.33	LARGE DEMO SET.wav
705	Spectrogram 1	1	9678.389205	9678.779038	0	24000	0.3898	24000	-66.46	LARGE DEMO SET.wav
706	Spectrogram 1	1	9679.557096	9679.867888	0	24000	0.3108	24000	-87.26	LARGE DEMO SET.wav
707	Spectrogram 1	1	9688.773121	9690.32125	0	24000	1.5481	24000	-78.65	LARGE DEMO SET.wav
708	Spectrogram 1	1	9691.487915	9691.771081	0	24000	0.2832	24000	-68.33	LARGE DEMO SET.wav
709	Spectrogram 1	1	9691.786582	9692.325749	0	24000	0.5392	24000	-75.69	LARGE DEMO SET.wav
710	Spectrogram 1	1	9699.674484	9700.027943	0	24000	0.3535	24000	-87.34	LARGE DEMO SET.wav
711	Spectrogram 1	1	9723.104019	9723.451185	0	24000	0.3472	24000	-92.72	LARGE DEMO SET.wav
712	Spectrogram 1	1	9725.786556	9726.161808	0	24000	0.3753	24000	-89.54	LARGE DEMO SET.wav
713	Spectrogram 1	1	9770.714678	9771.02547	0	24000	0.3108	24000	-90.81	LARGE DEMO SET.wav
714	Spectrogram 1	1	9775.706692	9776.017484	0	24000	0.3108	24000	-91.74	LARGE DEMO SET.wav
715	Spectrogram 1	1	9783.575626	9783.952718	0	24000	0.3771	24000	-89.4	LARGE DEMO SET.wav
716	Spectrogram 1	1	9784.919629	9785.191284	0	24000	0.2717	24000	-90.4	LARGE DEMO SET.wav
717	Spectrogram 1	1	9790.085398	9790.503297	0	24000	0.4179	24000	-57.24	LARGE DEMO SET.wav
718	Spectrogram 1	1	9792.752072	9793.062864	0	24000	0.3108	24000	-89.68	LARGE DEMO SET.wav
719	Spectrogram 1	1	9795.354746	9796.198873	0	24000	0.8441	24000	-80.27	LARGE DEMO SET.wav
720	Spectrogram 1	1	9796.720083	9797.094875	0	24000	0.3748	24000	-64.82	LARGE DEMO SET.wav
721	Spectrogram 1	1	9802.925006	9803.196661	0	24000	0.2717	24000	-89.05	LARGE DEMO SET.wav
722	Spectrogram 1	1	9833.776184	9834.086976	0	24000	0.3108	24000	-88.65	LARGE DEMO SET.wav
